no,address,latitude,longitude
김기환치과의원,"서울특별시 서초구 신반포로 31, 1동 301호 (반포동, 반포아파트상가)",,
(의)열린의료재단혜화열린의원,"서울특별시 성북구 동소문로 125, 5~6층 (동선동4가)",,
강남라인한의원,"서울특별시 서초구 서초대로77길 3, 1304,1305호 (서초동, 아라타워)",,
365엠씨의원,"서울특별시 마포구 신촌로 92, 7,10층 (노고산동)",,
김인섭의원,"서울특별시 서초구 서리풀길 1, 2층 (서초동)",,
강남연세정형외과의원,"서울특별시 송파구 문정로 1, 201~205호 (문정동, 문정역 마에스트로)",,
나우미구강악안면외과치과의원,"서울특별시 강남구 강남대로 600, 401호 (논현동, 동신빌딩)",,
늘치과의원,서울특별시 서초구 잠원로8길 25 (잠원동),,
강남초이스병원,"서울특별시 관악구 남부순환로 1796, -1,2~5층 (봉천동, 삼호빌딩)",,
강남챔피언정형외과의원,"서울특별시 송파구 오금로 525, 2~6층 (거여동)",,
대영의원,"서울특별시 서초구 신반포로 45, K동 10호 (반포동, 반포동 반포상가)",,
강남호랑이마취통증의학과의원,"서울특별시 성동구 독서당로 300, 3,4층 (금호동4가)",,
동원한의원,"서울특별시 성북구 동소문로3길 11, (동소문동1가)",,
동민치과의원,"서울특별시 송파구 석촌호수로 60, 3층 (잠실동)",,
라렌의원,"서울특별시 마포구 월드컵북로 396, B1005,1006,1007호 (상암동, 누리꿈스퀘어)",,
강남지인병원,"서울특별시 강남구 언주로 631, 강남웨딩홀 지하2,2~6층 (논현동)",,
디아트치과의원,"서울특별시 서대문구 연세로 39, 2,3,4층 (창천동)",,
강남제이비뇨기과의원,"서울특별시 강남구 학동로 203, 4,5층 (논현동)",,
리워크병원,"서울특별시 송파구 송이로 81, 지하2~지상7층 (가락동)",,
리드힐병원,"서울특별시 은평구 연서로 10, 지하2~지상9층 (역촌동)",,
강남청아한의원,"서울특별시 송파구 송파대로 345, 1A동 3009~3010호 (가락동, 헬리오시티)",,
마음누리정신과의원,"서울특별시 강남구 삼성로 155, 419, 420호 (대치동, 대치퍼스트빌딩)",,
망우이지함피부과의원,"서울특별시 중랑구 망우로 421, 3,4층 (망우동)",,
강남한양재활의학과의원,"서울특별시 서초구 신반포로23길 30, 201~203, 208호 (잠원동, 반원상가)",,
멤버스성형외과의원,서울특별시 강남구 압구정로12길 17 (신사동),,
미도치과의원,"서울특별시 동대문구 고산자로 420, 401호,402호 (용두동)",,
문익근이비인후과의원,"서울특별시 중랑구 면목로 313, 2,3층 (면목동)",,
미다모의원,"서울특별시 송파구 가락로18길 8, 2~3층 (송파동)",,
미래사랑산부인과의원,"서울특별시 구로구 도림로23길 2, 3,4,5층 (구로동)",,
미의원,"서울특별시 송파구 석촌호수로 60, 2층 (잠실동, 승정빌딩)",,
미니쉬치과병원,"서울특별시 강남구 언주로 728, 2~5,7~10층 (논현동)",,
미모드림의원,"서울특별시 강동구 올림픽로 660, 303,304호 (천호동, 천호엘크루주상복합)",,
가야치과의원,"서울특별시 송파구 오금로35길 17, 207-1호 (오금동, 현대아파트상가)",,
미아연세튼튼신경외과의원,"서울특별시 강북구 도봉로 174, 3, 4층 (미아동)",,
바디플랜의원,"서울특별시 송파구 송파대로 345, 1A동 4층 4001호,4002호 (가락동, 헬리오시티)",,
갤러리아피부과의원,"서울특별시 성북구 길음로 11, 근린생활시설동 2층 206,207,212호 (길음동, 길음역롯데캐슬트윈골드아파트)",,
가온유외과의원,"서울특별시 강서구 공항대로 168, 405~407호 (마곡동)",,
백산한의원,"서울특별시 양천구 가로공원로 128, 2,3,4층 (신월동)",,
강북으뜸내과의원,"서울특별시 동대문구 전농로 110, 1, 2층 (답십리동)",,
반상훈한의원,"서울특별시 송파구 마천로 68, 12,13호 (오금동)",,
365헬리오한의원,"서울특별시 송파구 송파대로 345, 1A동 4층 4009호 (가락동, 헬리오시티)",,
강서삼성정형외과의원,"서울특별시 강서구 등촌로5길 2, 3,5층 (화곡동)",,
강서큰나무재활의학과의원,"서울특별시 강서구 양천로57길 9-7, 2,4,5층 (가양동)",,
보그치과의원,"서울특별시 강남구 도산대로 415, 3,4층 (청담동)",,
가자연세병원,"서울특별시 서대문구 수색로 18, 2~5층 (남가좌동, 영보웨딩부페)",,
강남세란의원,"서울특별시 서초구 명달로 134, 1.2.3층 (서초동, 송암빌딩)",,
보인한의원,서울특별시 동대문구 이문로 119-1 (이문동),,
보라치과의원,서울특별시 동작구 동작대로 29  (사당동),,
보라치과의원,"서울특별시 동작구 동작대로 29, 2층 (사당동)",,
삼성드림소아청소년과의원,"서울특별시 강동구 아리수로93길 27, 403, 404호 (강일동)",,
뽐므의원,"서울특별시 서초구 강남대로 453, 4~6층 (서초동, 서초빌딩)",,
브라운성형외과의원,"서울특별시 강남구 논현로 857, 2,3,5층 (신사동, 계룡빌딩)",,
삼성신경외과의원,"서울특별시 관악구 은천로 110, 402-3호 (봉천동, WS타워)",,
뽀빠이정형외과의원,"서울특별시 송파구 백제고분로36길 2-1, 2,3,5층 (석촌동)",,
개포숲정신건강의학과의원,"서울특별시 강남구 언주로7길 6, 207,208,212호 (개포동, 개포자이르네)",,
삼화한의원,"서울특별시 동대문구 약령중앙로2길 14, 1,2층 (제기동)",,
서울네이처치과의원,"서울특별시 성북구 동소문로 93, 지상2층 (동소문동6가)",,
상계대항외과의원,"서울특별시 노원구 노해로 494, 602,603호 (상계동, 고려빌딩)",,
서울구강내과치과의원,"서울특별시 강남구 테헤란로 204 (역삼동, 범진빌딩, 201호)",,
강남수재활의학과의원,"서울특별시 서초구 서초대로 323, 5,6층 (서초동, 삼풍프라자)",,
가톨릭정형외과의원,"서울특별시 영등포구 여의대방로 375, 601,2호 (여의도동, 아일렉스타워)",,
서울노블레스의원,"서울특별시 구로구 서해안로 2096, 3,4층 (항동)",,
경희서울숲한의원,"서울특별시 성동구 뚝섬로 400, 201, 202호 (성수동2가, 삼부개발빌딩)",,
경희선한의원,"서울특별시 송파구 송파대로 345, 1A동 4층 4003호 (가락동, 헬리오시티)",,
건강한가정의학과의원,"서울특별시 강서구 곰달래로25길 33, 2,3층 (화곡동)",,
건강한성심의원,"서울특별시 중랑구 용마산로 503, 2~5층 (망우동)",,
강남신광한의원,"서울특별시 서초구 서초대로73길 40, 301,303호 (서초동, 강남오피스텔)",,
경동정형외과의원,"서울특별시 동대문구 약령시로 124, 1,2,3층 (청량리동)",,
서울숲한의원,"서울특별시 성동구 뚝섬로 312, 112 ~ 114호 (성수동1가, 한진타운상가)",,
경리단길의원,"서울특별시 용산구 회나무로 15, 1~2층 (이태원동)",,
강변내과의원,"서울특별시 은평구 가좌로 271, 3,4층 (신사동)",,
서울신통의원,"서울특별시 은평구 갈현로 300, 303~305호 (갈현동, (유)갈현상가)",,
경송한의원,"서울특별시 동대문구 전농로 22, 203. 204호 (답십리동)",,
서울특별시서울의료원강남분원,"서울특별시 강남구 봉은사로114길 43, 지하1층~4층 (삼성동)",,
강서아산내과의원,"서울특별시 강서구 가로공원로76길 51, 2~5층 (화곡동)",,
석치과의원,"서울특별시 금천구 한내로 62, 2011,2130호 (독산동, 한신코아상가)",,
소망정형외과의원,서울특별시 강동구 양재대로 1396 (둔촌동),,
실로암한의원,"서울특별시 성북구 돌곶이로22길 9, 지상1층 (석관동)",,
신세계한의원,"서울특별시 성북구 도봉로 31, 지상1,4, 지하1층 (길음동)",,
아이템성형외과의원,"서울특별시 강남구 도산대로 134, 3,8,9층 (논현동)",,
수서가정의학과의원,"서울특별시 강남구 광평로51길 49, 102,207호 (수서동, 수서주공아파트)",,
스타1의원,"서울특별시 서대문구 통일로 415, 1,지하1층 (홍제동)",,
스타준성형외과의원,"서울특별시 마포구 월드컵로1길 14, 212~214호 (합정동, 마포한강푸르지오)",,
강남약손한의원,"서울특별시 강남구 언주로 405, 203,204호 (역삼동)",,
신림장생한의원,"서울특별시 관악구 신림로 222-1, 지하1,지상1층 (신림동)",,
양천인의한의원,"서울특별시 양천구 목동서로 387, 301호 (신정동, 세림빌딩)",,
강서하나이비인후과의원,"서울특별시 강서구 강서로 43, 203,202일부호 (화곡동, 도양라비앙타워)",,
경희궁의봄한의원,"서울특별시 마포구 마포대로 68, 302, 303호 (도화동, 마포아크로타워)",,
연세이장교내과의원,"서울특별시 금천구 독산로 133, 2,3층 (시흥동)",,
아산정형외과의원,"서울특별시 영등포구 도신로 120, 4,5층 (신길동)",,
엠밸리한의원,"서울특별시 강서구 마곡중앙4로 74, 401,402호 (마곡동)",,
알프스치과의원,"서울특별시 관악구 관악로 164, 203~5호 (봉천동, 대우디오슈페리움1단지)",,
경희연한의원,"서울특별시 강남구 역삼로 306, 408,409호 (역삼동, 개나리 래미안)",,
365강서수요양병원,"서울특별시 강서구 양천로 35, 1~6층 (방화동)",,
강남동일한의원,"서울특별시 강남구 봉은사로 471, 401,402호 (삼성동)",,
가산곧바로의원,"서울특별시 금천구 가산디지털1로 171, 가산 에스케이 브이원 센터 208,218,219호 (가산동)",,
연세다인의원,"서울특별시 동대문구 사가정로 148, 제138동 310-1, 310-2호 (전농동, 전농 SK아파트)",,
연세로마피부과의원,"서울특별시 강서구 공항대로 525, 202~3호 (등촌동, 비원오피스텔)",,
연세맑은이비인후과의원(회현점),"서울특별시 중구 퇴계로 36, 303-1호 (남창동, 삼선빌딩)",,
연세무지개의원,"서울특별시 서대문구 증가로 84, 107,108호 (연희동)",,
용산엠치과의원,서울특별시 용산구 한강대로 84-1 (한강로2가),,
오라클이비인후과의원,"서울특별시 노원구 상계로5길 32, 201-203호 (상계동, 금호프라자)",,
연세에스치과의원,"서울특별시 중구 동호로 172, 2,3층 (신당동, J타워)",,
연세필정신건강의학과의원,"서울특별시 종로구 종로 19, 413-2호, 414-1호 (종로1가, 르메이에르종로타운)",,
연세휴정신건강의학과의원,"서울특별시 서초구 강남대로 375, 503,505,506호 (서초동, 서초현대타워아파트)",,
의료법인제일의료재단제일병원,서울특별시 중구 서애로1길 17 (묵정동),,
강남해통한의원,"서울특별시 서초구 서운로 226, 106.107,108,110,111호 (서초동, 서초오피스텔)",,
윤석민치과의원,서울특별시 동작구 상도로 156 (상도동),,
경희벽산한의원,"서울특별시 동대문구 홍릉로12길 4, 지하1, 1, 2층 (청량리동)",,
오목교정치과의원,"서울특별시 양천구 신목로 102, 203~205호 (목동, 대경프라자)",,
와이앤티성형외과의원,"서울특별시 강남구 논현로 839, 2, 5층 (신사동)",,
우리들내과의원,"서울특별시 강남구 도곡로63길 12, 204,205호 (대치동)",,
이수비뇨기과의원,"서울특별시 동작구 사당로 308, 2층 (사당동)",,
우리마취통증의학과의원,"서울특별시 성동구 아차산로 92, 3,5층 (성수동2가)",,
이(E)-나은치과의원,"서울특별시 송파구 송파대로 345, 1A동 2058~9호 (가락동, 헬리오시티)",,
건재활의학과의원,"서울특별시 서초구 사임당로 174, 303~305호 (서초동, 강남미래타워)",,
이동윤외과의원,"서울특별시 서초구 잠원로8길 25, 2층 (잠원동, 대림상가)",,
정담한의원,"서울특별시 서초구 방배로13길 15, 201호 (방배동, 오정빌딩)",,
의료법인성석의료재단동작경희병원,서울특별시 동작구 상도로 146 (상도동),,
이상목성형외과의원,"서울특별시 강남구 테헤란로2길 8, 1~2층 (역삼동)",,
육군사관학교치과의원,"서울특별시 노원구 화랑로 574, 1층 (공릉동)",,
조일형정형외과의원,서울특별시 관악구 호암로 507 (신림동),,
종로가정의학과의원,서울특별시 종로구 종로 162-1 (종로4가),,
경희궁튼튼소아청소년과의원,"서울특별시 종로구 송월길 99, 2217호호 (홍파동, 경희궁자이)",,
강북정신보건센터,서울특별시 강북구 미아7동 1339-5,,
지성경희한의원,"서울특별시 성북구 종암로21길 47, 라동 지상2층 (종암동)",,
경창한의원,"서울특별시 양천구 월정로 51, 105,106호 (신월동, 청송프라임)",,
퀸스여성의원,"서울특별시 송파구 석촌호수로 60 (잠실동, 승정빌딩 2층 4호)",,
초이스정형외과의원,"서울특별시 강서구 화곡로 154, 4,6층 (화곡동, 청산타워)",,
클린성모외과의원,"서울특별시 은평구 은평로 97 (응암동, 동아빌딩 3층)",,
자기치아살리기삼성플란트치과의원,"서울특별시 강남구 테헤란로 532, 201,202호 (대치동)",,
강남위튼내과의원,"서울특별시 금천구 시흥대로 291, 273,274,275호 (독산동, 금천롯데캐슬골드파크3차)",,
차이정성형외과의원,"서울특별시 강남구 테헤란로 524, 6,7층 (대치동)",,
경희123한의원,"서울특별시 강동구 양재대로147길 6, 1~4층 (명일동)",,
제니여성의원,"서울특별시 광진구 능동로 119, 2,3층 (화양동)",,
강한피부과의원,"서울특별시 서초구 서초대로 304, 8~11층 (서초동, 강한미크리닉빌딩)",,
강남성모내과의원,"서울특별시 동작구 사당로 308, 6층 (사당동)",,
(사)인구보건복지협회서울지회가족보건의원,"서울특별시 광진구 긴고랑로13길 62, 1.2층 (중곡동)",,
경희일생한의원,"서울특별시 동대문구 장한로 129, 2,3층 (장안동)",,
경희평생한의원,"서울특별시 강동구 양재대로89길 16, 215, 217호 (성내동, 파크프라자)",,
경희한의원,"서울특별시 중구 다산로 32, 상가2동 304~306,403~404호 (신당동, 남산타운)",,
고고한의원,"서울특별시 구로구 경인로 204, 2,12층 (오류동)",,
고덕정형외과의원,"서울특별시 강동구 고덕로 391, 2,3층 (고덕동)",,
고려정형외과의원,"서울특별시 관악구 남부순환로 1952, 2,3층 (봉천동, 낙성대클리닉센타)",,
고려한의원,"서울특별시 송파구 새말로8길 29, 2, 3층 (문정동, 신일장로교회)",,
고영석정형외과의원,"서울특별시 양천구 신월로 314, 3,4층 (신정동)",,
고운몸의원,"서울특별시 서초구 강남대로 321, 205,206,207호 (서초동, 서초동대우디오빌프라임)",,
고운미소치과의원,"서울특별시 성동구 독서당로 434,  301, 306, 307호 (응봉동, 대림종합상가)",,
고운숨결내과의원,"서울특별시 성북구 고려대로13길 8, 3,4층 (안암동2가)",,
고운여성산부인과의원,"서울특별시 강서구 마곡중앙5로 81, 502.503호 (마곡동, 에스비타운)",,
고은가정의학과의원,"서울특별시 광진구 능동로13길 11, 2,3층 (화양동)",,
고정인정신건강의학과의원,"서울특별시 강남구 테헤란로 313, 211~212호 (역삼동, 성아하이츠 1차)",,
고척탑정형외과의원,"서울특별시 구로구 경인로 387, 3~4층 (고척동)",,
경희닥터유한의원,"서울특별시 중랑구 망우로 203, 207,208호 (중화동, 동양엔파트)",,
관악우태하피부과의원,"서울특별시 관악구 관악로 168, 405,406호 (봉천동, 디오슈페리움2단지)",,
관악플러스내과의원,"서울특별시 관악구 난곡로 299, 5,6층 (신림동, 성안빌딩)",,
광동한의원,"서울특별시 영등포구 국제금융로 70, 218-221호 (여의도동, 미원빌딩)",,
공릉성모마취통증의학과의원,"서울특별시 노원구 공릉로 183, 4층 (공릉동)",,
광화문참바른정형외과의원,"서울특별시 종로구 무교로 39, 3,4,5,6층 (서린동)",,
개포인치과의원,"서울특별시 강남구 삼성로 40, 202,203호 (개포동)",,
강서효요양병원,"서울특별시 구로구 개봉로19길 3 (개봉동, 강서진료병원)",,
경희하늘애한의원,"서울특별시 광진구 아차산로 511, 2,3층 (광장동)",,
구로삼성정형외과의원,"서울특별시 구로구 경인로 204, 501,601호 (오류동)",,
구로연세의원,"서울특별시 구로구 구로중앙로 16, 2,3층 (구로동)",,
구로정형외과의원,"서울특별시 구로구 가마산로 211, 외5필지동 4,5,6층 (구로동)",,
구로제일의원,"서울특별시 구로구 공원로8길 23, 2,3층 (구로동)",,
구의베스트내과의원,"서울특별시 광진구 아차산로 431, 상가1동 201B,202,203,204호 (구의동, 강변에스케이뷰)",,
구의중앙의원,"서울특별시 광진구 자양로 285, 2,3층 (구의동)",,
국민건강내과의원,"서울특별시 영등포구 양평로 16, 3,5층 (당산동6가, 당산동 대정프라자)",,
굿모닝요양병원,"서울특별시 성동구 천호대로 436, 2~7층 (용답동)",,
굿모닝치과의원,"서울특별시 도봉구 도봉로 733, 2,3층 (도봉동)",,
굿본재활의학과의원,"서울특별시 송파구 위례광장로 230, 제상가3 제C동 2층 203,205,206호 (장지동, 위례2차아이파크)",,
굿플란트치과의원,"서울특별시 송파구 거마로 4, 4,5,6층 (거여동)[*미고시]",,
권피부과의원,"서울특별시 구로구 구로중앙로 68, 313,314호 (구로동, 신안타워)",,
그랑치과교정과치과의원,"서울특별시 관악구 남부순환로 1817, 302,303호 (봉천동, Q타워)",,
그레이스오앤영성형외과의원,"서울특별시 서초구 강남대로 623, 4,5층 (잠원동)",,
금산미학한의원,"서울특별시 강남구 도산대로 329, 3, 5층 (신사동)",,
금섬한의원,"서울특별시 강남구 선릉로130길 20, 403~404호 (삼성동, 래미안삼성2차아파트 상가)",,
금성한의원,"서울특별시 종로구 자하문로7길 63, 101,202호 (누하동, 오리엔트빌)",,
금천수요양병원,"서울특별시 금천구 남부순환로 1400, 2~9층 (독산동)",,
금천이엔이치과의원,"서울특별시 금천구 시흥대로73길 67, 408,409호 (시흥동)",,
금천하나의원,"서울특별시 금천구 시흥대로 403, 5,6층 (독산동, 셈프레팜)",,
금천한방병원,"서울특별시 금천구 시흥대로73길 67, 4,6층 (시흥동)",,
기댈마취통증의학과의원,"서울특별시 관악구 남부순환로 1933, 2,3층 (봉천동)",,
기분좋은한방병원,"서울특별시 동작구 여의대방로22길 98, 1,2,3,5층 (신대방동)",,
기쁨삼성내과의원,"서울특별시 서초구 서초대로 3-4, 403,408호 (방배동, 방배디오슈페리움1)",,
길음삼성정신건강의학과의원,"서울특별시 성북구 길음로 11, 근린생활시설동 2층 244,245,246호 (길음동, 길음역롯데캐슬트윈골드아파트)",,
길음아산척신경외과의원,"서울특별시 성북구 길음로 11, 근린생활시설동 2층 234,235,236,237호 (길음동, 길음역롯데캐슬트윈골드아파트)",,
김기영한의원,"서울특별시 서초구 효령로 403, 222,223호 (서초동)",,
김나영한의원,"서울특별시 마포구 서강로 95, 207~209호 (창전동, 삼성프라자)",,
김낙인피부과의원,"서울특별시 용산구 한강대로 259, 210,211호 (갈월동, 고려에이트리움)",,
김내과의원,"서울특별시 용산구 백범로51길 6, 2~4층 (효창동)",,
김병후정신건강의학과의원,"서울특별시 서초구 반포대로 287, 407,408-1호 (반포동, 래미안퍼스티지중심상가)",,
김성경내과의원,"서울특별시 성북구 보국문로 48, 2,3층 (정릉동)",,
김성근이비인후과의원,"서울특별시 서초구 강남대로 437, 5,8층 602호, 8층 일부호 (서초동, 대원빌딩)",,
김성남내과의원,"서울특별시 양천구 목동동로 435, 305~309호 (목동, 화성프라자)",,
김성진정형외과의원,"서울특별시 금천구 독산로 142, 2,3층 (시흥동)",,
금천연세마취통증의학과의원,"서울특별시 금천구 금하로 701, 2,3층 (시흥동)",,
골드해피미래의원,서울특별시 강남구 논현로 630 (논현동),,
김앤조내과의원,"서울특별시 관악구 난곡로 217, 2,4층 (신림동)",,
공덕비앤씨피부과의원,"서울특별시 마포구 만리재로 39 2,3층 (신공덕동, 라이프빌딩)",,
군자탑정형외과의원,"서울특별시 광진구 능동로 313, 2,3층 (중곡동)",,
구로제일의원,"서울특별시 구로구 공원로8길 23, 2,3,4층 (구로동)",,
김지은피부과의원,"서울특별시 송파구 송파대로 345, 1A동 3041호일부,3042호 (가락동, 헬리오시티)",,
김진형이비인후과의원,"서울특별시 강서구 금낭화로 135, 406,407호 (방화동, 금강프라자)",,
김철수가정의학과의원,"서울특별시 영등포구 도신로64길 10, 2, 3층 (신길동)",,
김철신정형외과의원,"서울특별시 관악구 남부순환로 1912, 5,6호 (봉천동, 운차빌딩)",,
김학수정형외과의원,"서울특별시 은평구 갈현로 30, 2,3층 (신사동)",,
김한의원,"서울특별시 송파구 송파대로 260, 713,714호 (가락동, 제일오피스텔)",,
김현영산부인과의원,"서울특별시 강서구 강서로 43, 402,403호 (화곡동, 도양라비앙타워)",,
김홍열내과의원,"서울특별시 금천구 금하로 651, 2,3층 (시흥동)",,
나노의원,"서울특별시 강남구 도산대로57길 6, 3~4층 (청담동)",,
나눔의원,"서울특별시 강북구 오패산로30길 30, 204,205,206,209,210,211,212호 (미아동, 경남아너스빌)",,
나미피부과의원,"서울특별시 중랑구 사가정로 384, 3,4층 (면목동)",,
나음피부과의원,"서울특별시 중구 세종대로 13, 5,6층 (남대문로5가)",,
나인마취통증의학과의원,"서울특별시 은평구 서오릉로 162, 3, 4층 (갈현동)",,
김지호산부인과의원,"서울특별시 노원구 덕릉로83길 10, 2/3층 (중계동)",,
남기헌정형외과의원,"서울특별시 서대문구 세검정로1길 5, 1,2,3,4,5층 (홍은동)",,
남장현산부인과의원,"서울특별시 강서구 방화대로44길 55, 202,302호 (방화동)",,
남정형외과의원,"서울특별시 중랑구 용마산로 494, 2,3층 (망우동)",,
내안애내과의원,"서울특별시 마포구 마포대로 68, 604~607호 (도화동, 마포아크로타워)",,
내이플란트치과의원,"서울특별시 영등포구 영중로 6, 5-6층 (영등포동3가, 영등포키스톤타워)",,
김윤상한의원,"서울특별시 성동구 독서당로 381, 207,208호 (응봉동, 현대종합상가)",,
네오성형외과의원,"서울특별시 송파구 가락로18길 8, 2,3층 (송파동)",,
김안과의원,"서울특별시 동작구 노량진로 155, 2,3층 (노량진동)",,
노명복정형외과의원,"서울특별시 광진구 긴고랑로 32, 지하1, 1, 3층 (중곡동)",,
노벨의원,"서울특별시 마포구 신촌로 92, 4,11층 (노고산동, 신촌카리스빌딩)",,
노블케어요양병원,"서울특별시 강남구 언주로 858, 1관, 2관동 (신사동)",,
노아정형외과의원,"서울특별시 강서구 곰달래로 260, 2,3층 (화곡동, 피앤와이빌딩)",,
노원경희한의원,"서울특별시 노원구 동일로 1363, 202,203,204호 (상계동)",,
김미영산부인과의원,"서울특별시 마포구 숭문길 218, 2,3층 (염리동)",,
노원백정형외과의원,"서울특별시 노원구 동일로243길 33, 2.3.6층 (상계동)",,
노원센트럴의원,"서울특별시 노원구 덕릉로126길 2, 201,202호 (상계동)",,
녹번삼성키즈소아청소년과의원,"서울특별시 은평구 통일로 630-1, B1층 101-2,101-3호 (녹번동)",,
녹십자요양병원,"서울특별시 금천구 시흥대로 202, 3,4층 (시흥동, 대의빌딩)",,
녹월한의원,"서울특별시 서초구 반포대로 287, 204~206호 (반포동, 래미안퍼스티지 중심상가)",,
누리꿈서울아산내과의원,"서울특별시 마포구 월드컵북로 396, B1008,1009,1010호 (상암동, 누리꿈스퀘어)",,
뉴라인치과의원,"서울특별시 강남구 도산대로13길 14, 4층 (신사동)",,
김순영소아과의원,"서울특별시 서초구 신반포로 31, I동 3호 (반포동, 구반포상가)",,
뉴브레인의원,"서울특별시 중구 퇴계로 320, 3,5층 (광희동2가)",,
뉴수도정형외과의원,"서울특별시 종로구 지봉로 50, 3~5층 (숭인동)",,
뉴연세이비인후과의원,"서울특별시 영등포구 국제금융로2길 37, 306-2호 (여의도동)",,
늘건강내과이비인후과의원,"서울특별시 동작구 상도로 174, 2,3층 (상도동)",,
노경민정형외과의원,"서울특별시 강동구 올림픽로 782, 4,5층 (암사동)",,
늘찬의원,"서울특별시 중랑구 겸재로 180, 2,4층 (면목동)",,
김은수치과의원,"서울특별시 송파구 백제고분로 375 (송파동, 소망빌딩 2층)",,
늘푸른가정의학과의원,"서울특별시 양천구 중앙로29길 61, 상가동 108-1층 109,110호 (신월동, 신정뉴타운롯데캐슬)",,
늘푸른정형외과의원,"서울특별시 강동구 양재대로 1601, 2-4층 (천호동)",,
다나은신경외과의원,"서울특별시 강서구 강서로 391, 2,4,5,6층 (마곡동, 문영비즈웍스)",,
다나은한의원,"서울특별시 마포구 망원로 76, 1,2층 (망원동)",,
다남재활의학과의원,"서울특별시 광진구 천호대로 527, 4,5층 (중곡동)",,
다서울치과의원,"서울특별시 동대문구 고미술로 81, 206, 207, 208호 (답십리동)",,
다솜누리경희한의원,"서울특별시 동대문구 사가정로 148, 202~204호 (전농동)",,
뉴연세치과의원,"서울특별시 동작구 여의대방로 68, 2,3,지하1층 (신대방동)",,
다함한의원,"서울특별시 마포구 토정로31길 24, 지1층 근생2-비107호 (용강동, 이편한세상 마포리버파크)",,
닥터권치과의원,"서울특별시 중구 다산로 114, 3.4층 (신당동)",,
다인치과의원,"서울특별시 금천구 시흥대로 8, 202,203호 (시흥동, 아르스파크)",,
닥터미소의원,"서울특별시 강남구 논현로175길 15, 3~4층 (신사동)",,
닥터본성형외과의원,"서울특별시 강남구 압구정로12길 11, 3층 (신사동)",,
닥터송포유의원,"서울특별시 강남구 봉은사로 232, 3,4,5,6층 (역삼동)",,
닥터스피부과의원,"서울특별시 서초구 서초중앙로 249, 5,6층 (반포동)",,
닥터스피부과의원,"서울특별시 구로구 경인로67길 23, 305-1,2호 (신도림동, 신도림2차푸르지오)",,
닥터에버스의원,"서울특별시 관악구 관악로 164, 305,306호 (봉천동, 대우디오슈페리움1단지)",,
닥터정이비인후과의원,"서울특별시 은평구 진관2로 57-7, 253-B104호 (진관동, 은평뉴타운두산위브아파트)",,
단아의원,"서울특별시 중구 명동7길 21, 314, 315호 (을지로2가, 명동아르누보센텀)",,
답십리늘채움신경외과의원,"서울특별시 동대문구 전농로 38, 3, 4층 (답십리동)",,
닥터김앤박요양병원,"서울특별시 영등포구 영중로 133, 2~5층 (영등포동8가)",,
당산정형외과의원,"서울특별시 영등포구 양평로 20, 020타워 3층 (당산동6가)",,
대가연마취통증의학과의원,"서울특별시 송파구 중대로 193, 2,3,6,7층 (가락동, 주식회사홈캐스트)",,
