station_name,line,gu,dong,gu_dong
,,종로구,충신동,종로구_충신동
,,종로구,통의동,종로구_통의동
,,종로구,통인동,종로구_통인동
,,종로구,팔판동,종로구_팔판동
,,종로구,평동,종로구_평동
,,종로구,평창동,종로구_평창동
,,종로구,필운동,종로구_필운동
,,종로구,행촌동,종로구_행촌동
,,종로구,혜화동,종로구_혜화동
,,종로구,홍지동,종로구_홍지동
,,종로구,홍파동,종로구_홍파동
,,종로구,화동,종로구_화동
,,종로구,효자동,종로구_효자동
,,종로구,효제동,종로구_효제동
,,종로구,훈정동,종로구_훈정동
동대문역사문화공원,5호선,중구,광희동1가,중구_광희동1가
,,중구,광희동2가,중구_광희동2가
,,중구,남대문로1가,중구_남대문로1가
,,중구,남대문로2가,중구_남대문로2가
,,중구,남대문로3가,중구_남대문로3가
,,중구,남대문로4가,중구_남대문로4가
,,중구,남대문로5가,중구_남대문로5가
,,중구,남산동1가,중구_남산동1가
,,중구,남산동2가,중구_남산동2가
,,중구,남산동3가,중구_남산동3가
회현(남대문시장),4호선,중구,남창동,중구_남창동
,,중구,남학동,중구_남학동
,,중구,다동,중구_다동
,,중구,만리동1가,중구_만리동1가
,,중구,만리동2가,중구_만리동2가
,,중구,명동1가,중구_명동1가
,,중구,명동2가,중구_명동2가
,,중구,무교동,중구_무교동
,,중구,무학동,중구_무학동
,,중구,묵정동,중구_묵정동
,,중구,방산동,중구_방산동
,,중구,봉래동1가,중구_봉래동1가
서울역,1호선,중구,봉래동2가,중구_봉래동2가
서울역,경의중앙선,중구,봉래동2가,중구_봉래동2가
서울역,경의중앙선,중구,봉래동2가,중구_봉래동2가
서울,수도권 광역급행철도,중구,봉래동2가,중구_봉래동2가
,,중구,북창동,중구_북창동
,,중구,산림동,중구_산림동
,,중구,삼각동,중구_삼각동
시청,2호선,중구,서소문동,중구_서소문동
,,중구,소공동,중구_소공동
,,중구,수표동,중구_수표동
,,중구,수하동,중구_수하동
,,중구,순화동,중구_순화동
신당,2호선,중구,신당동,중구_신당동
약수,3호선,중구,신당동,중구_신당동
청구,5호선,중구,신당동,중구_신당동
버티고개,6호선,중구,신당동,중구_신당동
약수,6호선,중구,신당동,중구_신당동
청구,6호선,중구,신당동,중구_신당동
,,중구,쌍림동,중구_쌍림동
,,중구,예관동,중구_예관동
,,중구,예장동,중구_예장동
,,중구,오장동,중구_오장동
을지로입구,2호선,중구,을지로1가,중구_을지로1가
,,중구,을지로2가,중구_을지로2가
을지로3가,2호선,중구,을지로3가,중구_을지로3가
을지로3가,3호선,중구,을지로3가,중구_을지로3가
을지로4가,2호선,중구,을지로4가,중구_을지로4가
,,중구,을지로5가,중구_을지로5가
,,중구,을지로6가,중구_을지로6가
동대문역사문화공원,2호선,중구,을지로7가,중구_을지로7가
동대문역사문화공원,4호선,중구,을지로7가,중구_을지로7가
,,중구,의주로1가,중구_의주로1가
,,중구,의주로2가,중구_의주로2가
,,중구,인현동1가,중구_인현동1가
,,중구,인현동2가,중구_인현동2가
,,중구,입정동,중구_입정동
,,중구,장교동,중구_장교동
,,중구,장충동1가,중구_장충동1가
동대입구,3호선,중구,장충동2가,중구_장충동2가
,,중구,저동1가,중구_저동1가
,,중구,저동2가,중구_저동2가
시청,1호선,중구,정동,중구_정동
을지로4가,5호선,중구,주교동,중구_주교동
,,중구,주자동,중구_주자동
,,중구,중림동,중구_중림동
,,중구,초동,중구_초동
,,중구,충무로1가,중구_충무로1가
명동,4호선,중구,충무로2가,중구_충무로2가
,,중구,충무로3가,중구_충무로3가
,,중구,충무로4가,중구_충무로4가
,,중구,충무로5가,중구_충무로5가
,,중구,충정로1가,중구_충정로1가
,,중구,태평로1가,중구_태평로1가
,,중구,태평로2가,중구_태평로2가
,,중구,필동1가,중구_필동1가
충무로,3호선,중구,필동2가,중구_필동2가
충무로,4호선,중구,필동2가,중구_필동2가
,,중구,필동3가,중구_필동3가
,,중구,황학동,중구_황학동
,,중구,회현동1가,중구_회현동1가
,,중구,회현동2가,중구_회현동2가
,,중구,회현동3가,중구_회현동3가
신당,6호선,중구,흥인동,중구_흥인동
신내,경춘선,중랑구,망우동,중랑구_망우동
양원,중앙선,중랑구,망우동,중랑구_망우동
면목,7호선,중랑구,면목동,중랑구_면목동
사가정,7호선,중랑구,면목동,중랑구_면목동
용마산,7호선,중랑구,면목동,중랑구_면목동
먹골,7호선,중랑구,묵동,중랑구_묵동
상봉(시외버스터미널),7호선,중랑구,상봉동,중랑구_상봉동
망우,중앙선,중랑구,상봉동,중랑구_상봉동
상봉(시외버스터미널),중앙선,중랑구,상봉동,중랑구_상봉동
봉화산(서울의료원),6호선,중랑구,신내동,중랑구_신내동
신내,6호선,중랑구,신내동,중랑구_신내동
중화,7호선,중랑구,중화동,중랑구_중화동
중랑,중앙선,중랑구,중화동,중랑구_중화동
